Epoch,Train Loss,Train Accuracy,Test Loss,Test Accuracy
259,0.4952,0.8867,1.9344,0.4267
260,0.7224,0.8578,1.8566,0.4733
261,0.6641,0.8378,2.0868,0.3933
262,0.5252,0.8533,1.8699,0.4200
263,0.4485,0.9178,1.7819,0.4733
264,0.7383,0.9044,2.0108,0.4667
265,0.7534,0.9111,2.0028,0.4867
266,0.6498,0.8778,2.0751,0.4067
267,0.7061,0.8778,1.7622,0.4800
268,0.6059,0.8756,1.7983,0.4467
269,0.5839,0.8978,1.7152,0.4667
270,0.3803,0.9089,1.7006,0.4933
271,0.3935,0.9467,1.7351,0.4800
272,0.5688,0.9289,1.7859,0.4600
273,0.4141,0.9311,1.8313,0.4933
274,0.5917,0.8867,1.8992,0.4600
275,0.3944,0.9133,1.9443,0.4467
276,0.4381,0.9244,1.8084,0.4800
277,0.4505,0.9578,1.8149,0.5133
278,0.3971,0.8978,1.9892,0.4467
279,0.5249,0.9156,1.9350,0.4667
280,0.3311,0.9222,2.0216,0.4400
281,0.5595,0.9156,1.9188,0.4467
282,0.6274,0.8444,2.2935,0.3533
283,0.4946,0.8311,2.1035,0.4000
284,0.5310,0.9000,1.9547,0.4533
285,0.4654,0.9311,1.7941,0.4467
286,0.5221,0.9133,1.7195,0.4733
287,0.4045,0.9222,1.7710,0.4467
288,0.5330,0.9000,1.8874,0.4200
289,0.5335,0.8978,1.9968,0.4667
290,0.4886,0.9222,1.9045,0.4333
291,0.4910,0.8956,2.0429,0.4600
292,0.9108,0.8044,2.0345,0.4533
293,0.9454,0.7667,2.1096,0.3533
294,0.9626,0.7111,2.0033,0.3933
295,0.9249,0.7178,1.7399,0.4267
296,0.5929,0.8333,1.9332,0.3733
297,0.4950,0.8489,1.8661,0.4133
298,0.5612,0.8733,1.8890,0.4867
299,0.6547,0.8533,1.8901,0.4667
300,0.3910,0.8822,1.9403,0.4067
