Epoch,Train Loss,Train Accuracy,Test Loss,Test Accuracy
413,0.5442,0.8044,2.9583,0.4267
414,0.6109,0.7667,2.9954,0.4067
415,0.7864,0.6822,3.0734,0.4333
416,0.8801,0.6956,3.2105,0.4133
417,0.7960,0.6711,3.3123,0.3733
418,0.7018,0.7200,3.2091,0.3867
419,0.5898,0.7667,2.9449,0.4067
420,0.5551,0.8022,3.2894,0.4467
421,0.5615,0.8111,3.0366,0.4267
422,0.6681,0.7733,3.0644,0.4400
423,0.7177,0.7822,3.1770,0.4400
424,0.6718,0.7644,3.0212,0.4200
425,0.6575,0.7778,3.5487,0.3800
426,1.1896,0.6244,3.2810,0.3800
427,0.9052,0.6489,3.2682,0.4133
428,0.7759,0.7244,3.0647,0.4267
429,0.8182,0.6911,3.0660,0.4200
430,0.7129,0.7444,3.0421,0.4533
431,0.7571,0.6956,3.2608,0.4067
432,0.6949,0.7444,3.3084,0.4333
433,0.5771,0.7733,3.3747,0.4067
434,0.5486,0.7844,3.5374,0.4267
435,0.5702,0.8156,3.4382,0.4200
436,0.7265,0.7400,3.6533,0.3867
437,0.7567,0.7556,3.5703,0.4000
438,0.6021,0.7711,3.5424,0.4400
439,0.5791,0.8089,3.5487,0.4400
440,0.5981,0.7800,3.8421,0.4267
441,0.6097,0.7778,3.5971,0.4400
442,0.5522,0.8044,3.9784,0.3933
443,0.5183,0.8133,3.6135,0.4867
444,0.5251,0.8089,3.6914,0.4467
445,0.5401,0.8156,3.9676,0.4400
446,0.4787,0.8311,3.7992,0.4533
447,0.5111,0.8244,3.9289,0.4533
448,0.4825,0.8333,3.9467,0.4533
449,0.4746,0.8311,3.9698,0.4267
450,0.6022,0.7867,4.2726,0.4067
451,1.1659,0.6378,3.8509,0.3933
452,1.1253,0.6200,3.8826,0.3533
453,0.8895,0.6778,3.2925,0.4533
454,0.7584,0.7556,3.0556,0.4133
455,0.6651,0.7556,3.1990,0.4000
456,0.5054,0.8222,3.1938,0.4600
457,0.4476,0.8511,3.3847,0.4600
458,0.4550,0.8578,3.4546,0.4800
459,0.4508,0.8600,3.7131,0.4667
460,0.5334,0.8022,3.6732,0.4667
